Title,Title2,Author,Description,Image URL,Genres
"Oh, The Places You'Ll Go!","oh, the places you'll go!",Dr. Seuss,"From soaring to high heights and seeing great sights to being left in a Lurch on a prickle-ly perch, Dr. Seuss addresses lifeâ€™s ups and downs with his trademark humorous verse and whimsical illustrations.","data:image/jpg;base64,/9j/4AAQSkZJRgABAQEADAAMAAD/2wBDAAMCAgMCAgMDAwMEAwMEBQgFBQQEBQoHBwYIDAoMDAsKCwsNDhIQDQ4RDgsLEBYQERMUFRUVDA8XGBYUGBIUFRT/2wBDAQMEBAUEBQkFBQkUDQsNFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBT/wAARCABQADoDAREAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD7A+EXiW+8Qfs3eJNJ8OSyQ+L9JsbyOy+yrG04mZXkt3USAqcudvzDHynNevmdJwrufSRc1qV01/xtJ4B8WaV4k1/SLW8vNLkOnRSa1b2er2StNKpM0sCNH5qxAkNFwGi27iSZB5BmZHhTxd8WINOg0jStX8C6t5EP7hbC/wDtsmNxCjzLi5MkqlQCGcq5IZDt4kAFyX9q7xkT4Y8H+HLyOGHxBOYby9to3DCKYx+WE3KOm55DkDGEz0r1cLVWBoVsdOLkop6RV5S62iureyOrD0Z1pqFNXbOc8C+BvBWnrbfbLiw1nW/+e14gUoxGNsKSDKj3HzHuew/jHjfibjjMMVLF16NbC0I/DGKlFRXeUo2u+7enZI+6w2AWCSbT5u+x0ms/DXTRayNYmSzIyxiKtPGxPXKnLd/4T36HpXk5B4q5/l1SMMZJYintaVlL5TSWv+LmPap4qpS0vdeZ4Z8T7W4tLaZo4Y7e6iG6CfcDDIw4OGH8JwATwQOoGK/rzh7ibBZ5QWLy+eqtzReko36SX5PZ7ps0xaoZjQcWv+A/66niv/DSXg21/c302p2t7H8k8Atc+XIOGXOOcHI/CvvlnGHtqtT88eXTTtzntHhHxvqvw+1qPWdIvPsdxENrbuY5EPVHHdTxx64xzivWr0adeHJUWh405RhFym7Jbt9D1G3/AGhPAGp2gsbvw3L4O1ieZpZL3w9ZwJLPIVckhpUU53MHI+Y/LySCc/NTyt81qc189DycNmWCxkuTD1lJ+v5dyPWvjR4Yt9Jgg0jww2r6tDcR3ceua8kSXCSRtujbEAXO0jpkKecg5IO9LKHe9aWnkeqoHG+FNH8RfEPxNqPiSUrqdxC2xp7icK5ndcsQCMcJtUcjHm46dPzrjTj7KeEsZRyzFwlrHn91J2Tdle7Wujfp8j7Hh/loTlXlG/ReXVnST28tnKLO+t5bScrnyLkDLAdwclXHupNd+TcQ5XxDRdXLa6qJbraS/wAUXZr5qz6H6NSr06y91/Iu6X4pufCkbyK3n2XBaGUF/LPQMp6gY4xnGBxjv+acZeGmBzqnLFZZBUsQtbLSM+6a2jJ9GrJv4u64MTgotOdJWfbp/wAAg+Jsmn6z4H1W+eO3heWNDIGY/uyQcyqeh3AYycZAI9DX8+cMYzH8P5zT9nzXg5JrutnCS307a8rs/I+adV0r1F8z4mvL3xjFeToi+Io0WRlVILHdGoB6KSMkehPNf2XTznLqsI1FiYq6Ttppfp8RP1y/2mvl/wDbHuwAa/tw33ArsM/3xjH6Fj+HtX63LdH8+8dVatPLIRg7RlNKXpZtL70cl8TNbgmsjpEQ3X8skYgCn5xJuBBX8s/5GeOvO65FufleSYSvKvCrRTv5HXx7hGm/7+Bu+veu/wBT+l43subc7z4Q+OLrw+mq2qR29zax34klgwUmO6CMfK5JUn7vy4HQZPNfzV4i+HL4qzCeYUMRy1VGMVGS93TVap3V7vo9z77JcLKrhOeEtbvT/gnrmoaz4c8V+HhdTXO6xkysc6tgxvkjcP7rKysuSOCrA8Zz/I+EhnXC+a2op08RSeq/R94tNafaTTR2e09nLmvZo8P8aeMI/CN5LYaldJFPIjqpICxSx5YLIp5wcsAeTypABr+6OGuIaPEWXQx1NcstpR/lkkrr01uvJo9uGOjOF5Oz69jyLRPHcvjNdX0ezgCaRJ58cV4csJog6+Zbx9Od5X5sEKuRxjB+Pz/hWpmGa0cXl9Nuc2r2+GLS/iSfZRvdaXdrXbPj8xqwTc1onf5+SPUrP4geM9OtILW08SXFrawRrFFBDbQbI0UYVVypOAAAMknivdn4KcL1ZOpV53J6t8y1b3ex88sdUSsef63cXet6lPotjNNp0lusdxNfrBv+Rtw2RnIAfjuDwTx0r9tm5VJulHS1nf8ARefqfOY7CUcwpPC1leLs39/f5EvhvwbpOjF9WtIJri5uWCSahdlnkZuflLH7pxn5QB34rGjUwkaihCac5K9rq7Xe248Ll2Gwa/cwtb8P8h/ijVdR0iGO4tLVZ7dGBmYkFiOcKq5BJJx0yTngE8HXEVKtOzpxuuv+SXc9ikqLT9q2u1v18v8AM5yyfx1eT309ittpltLeyTrHezyIxAEaJgImV+WFTkn+I9QcDwFh8Tj/APaOXkv0lo16pX1+Z7uEzSOCoqjBN9X6u3+R0Hh3QfiV4hRvDja+l4dTcRi201TEzO2d3JXnHy4PAwDuB7fE51wDh80xccxqyhGcVZtxb226x2277Wasc2JzSVd8zX6f5nba7+yhr9/450Kw8Ss0tzqaSWVrcX10s1u5IPmI7IGXJGRt2jGTjqa9Lh7h3AZJh6nLU59btKPIu2iu382zk/tGok1Bb99f+B+Bd1D4cxeGPA2ma3Dcqxub640+e1WLHkPEeAXLEtkEnkDFfoNCcI1HRhGyST9bnDOrOrK9R3fmc5z/AHm/76NdtiBrIGUgfKCcnHBPryPbvUzTlFqLs31Am0fUtMvLzWtKuPE+oW17baal3Dpbw/u7uVAypAkodgu5pEHzRgcocAgE/j2b4qrlGOptUaaqNpymm9VfScoWjrZNu0tddzrguaLS2MHQL+28T2tvrET28sDjdbeRIZAqnOCzZwXIPJUKvTg4yf0nLVKrD6xOv7VvTRJJW0aSXX1ba2ucz7WPZPCvw10u98B3PiHWL2W3UxyvFsdY0jCEqCxbqSVPcDBFfzXxt4q5xlPErybKKceSk4qXMnJzbSbWj0SvZW1um720PewuX0qmH9rUer/Ax/gp4rs/CHxG0PV9VzDZxtJHPIBkw742j34HoWzx2r+kqdaWa5ZTxEI2dSMZW9Unb9DwJx5W4ndR61pvwv8ACuj6W3iPT/EV3H4nh1iNtLlM6wW6KAzM2Pld/wC77mqcJYmpKfI4rla101/4BnuUfiF8XNH8b6PqmjXIla2TXJL7TJrK0ihAtzFIoVhwS25lJJBJAPPSrw+FnRlGa35bO7vqCVjyQAECva93uWZWt60mjQ7mhlkzG7h0UFVK4xu5B5LKABk81z1ans43sVFXaT0PLPEkmua2Fg8P22s3Gt3UrTG61CEW1nB8iRthvLO1fkDBd27jqT8zfD4rASzSpetSu+7VrfP+rn1dWpgcPQVKm+a3o/6+873RNAn8D+DYNP02I394hBfMm0NI7DzHBbO1RkkDnAAGDX1tDDRwGHVHDx2/NvV6/efKzlzycrWOqt73VBotnpl7q9zqEFsMhZAqKWJyW2oAOvTuPWvjY8BZA8wqZpXo+0rTfNJybs36aK3lt5G/1qtyKmnojp/Cus6FZaZcWmsWKXHmTFxIsKmVU8iXCq/Vf3oh9sbvcH7ipTqOSdN2svluunocjJPHcnhm4jspfDcCRxF5/PP77eMyExht/wAoGzGNvoc0qHtk2qr7dvnsCuc/d/bG0qxD2hhs45JGS68nBmZgAVL45ACj1PuAMVwUMtp0MZUxFOduZJcqeis2/NrV9LK+6LcrqxUHSvbJGeGrSyj8QWNxry3TaZGyfaY7GcF3GX3MoZRtbayrjJB25+XNfM5dgcxwtTFVMRWU/aT5oK3wq1rPRX2WtvW+70nKMklFWPovx94A8FaT4W1+5h8Ny6RbWUNlLpmrSX0jnUJJgHaLYxwcAkHBOBzxWlDEV51Ixc7t3urLS3U502eX/Gjw1Y+GvilrGj6LaeTZRPCtvbxlnPzRIcDJJJJY/nXqYOrKrQjOo9db/eyk9DvviN8EbfSLHwRFFHLZlbqDRNWuWiKq80m2TzkJ+8uZJE3dPlA7VwYbGym6j30cl8tLfhcSZl/EHxpaaB4vfwbp3hrStJ0XS9ShjMhtt13MI5FJdpCeQ2M9OhrTD0XUpe3lNuTT66a/5AlfU6T4/eJI7DxIumSa+dZsLPVoJ5fC0ekiCOKMLuI88ffyDt/4H7Vz4Cm5Q5lCzafvXv8AgKJl/HSXU/GXhiHxVZa3Jd+EReiCDSbqz+yyWMmzAUDGHAAI3A9++Ca1wPJRn7GUbTtve9/8hrR2PC69wsRiFUljgdKTairsqMXJqMVds6v4neO7vxJb+H5NQsLvS7PS9KgsfMuJC8TMgIMu3A8stxkEdhk9K8fD1sPRlJc3xNvb8D1JZRjqUPaSpu3y/K9zrbz4vXHinxBZarZ+B9Mn1aK4huTdLHLNLM0KjAJBHGFUkAD7orSOEjTg4Sqvlat0tqePy2FubzxxHpXi+DWYoo7TVybu5bUJGkaFonV8whWJBHnKemMIf7ppRWHcqbp7x0VvPTX7g0IfiF4k8Zan4WkstavYtWgsb+WxuLlLJTIph2eW7T7clWMhAJxnac5zVYenQjU5qatdX37+XyBJXMjX/jj438T6PJpep669zZyFGdBbxISVYMvzKoPUA9e1awwOHpy54x1+Y0kih4q8QeM/GekQatrt1qepaSkpiiuZlb7MsmOQMAIGx+NaUqdCjJwppJ/iGiOUwa6xmp4ShS48SW6ygFY4pJkB7uCoH6Mx+qg9q8rMpNUkl1Z9Vw3ThPGuUt4xbXrdL8mzc8b+KtP0bTbyC8MZjMDeaJHChQVOOvvj2yR+HzUmlufo9etGnFqRyfwt8W6r4S8IvawSPELmKMoHJzCySK6Pg5+YBSp9mI5r6TC0Pa0Kbq7r8tdD8dx6h9ZlybfrbU7vQtd8RfEfxBa+GLCS202DVSLVreCL91Gm55HYbizD78jHDDIO3pgVtUp0sNB1ZauOv6HnWS1GfFN9KbWV03QdV1vXfsKGC8u9Sk3pI6HAMYHRB83X9epMLz8vPVio32t59wR6i/w/+Htl4vtfhhc6Rc/27Narv8RC5bct00XmACPO0rjt05x15rzFXxUqbxal7qfw26E62uef65dSaV8CoNAmdRcw+KbgSop/55whT+G5j+VehBKeL9otuVfiyup5lk16ZRzV14ovrnXJdM8PXNva6vZMDPLdhswoygB1jx+8B3MBkgZ715ddrFuWHho4tXv+nfsd+CxM8FVVeG9mIvgr7bqr6lrep3WuXbADbPhIV5yMRjgY4A9gOtRSyylCXNNuX5HViM2xOIvd2udIAFAAGAOABXrnjG/4D8Vy+B/GOk67DH5zWU4kaLON6EFWXPbKkisK9JV6Uqb6ieqPWtY8aeCNF8F+OIvDPiO9WfxPsli0yWxZWtm3EyoZD8pVlZl9sDk15UKOInVpurBe51vv20Js+pRt/jpoM2p6d4o1HwzcXfjnT7YQJcJchbWZgpVZXXruwen69MU8DUUXRjO1Nvtr6ByvY8z1HxWNT8Orp02lWAvTfSX0urLGRdSlwcozZ+7ls49h+Ppxpcs+ZSdrWt0KsYNbjP/Z",
Olaf'S New Friend,olaf's new friend,,"A collection of five Little Golden Books starring Olaf, Anna, Elsa, Kristoff, and all the beloved characters from Disney's Frozen!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466188700l/30639561._SX318_.jpg,
Old Macdonald Had A Farm,old macdonald had a farm, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347544731l/3061216.jpg,Childrens>Picture Books;Childrens>Storytime;Animals;Childrens;Childrens>Nursery Rhymes;Music;Fiction
Old School,old school,Jeff Kinney, ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430174375l/25222064.jpg,Childrens>Middle Grade;Fiction;Humor;Childrens;Sequential Art>Graphic Novels;Realistic Fiction;Young Adult;Humor>Comedy;Sequential Art>Comics;Diary
Olive The Octopus'S Day Of Juggling,olive the octopus's day of juggling, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328869143l/6989190.jpg,Childrens
On The Farm,on the farm,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310139736l/11746310.jpg,Childrens>Picture Books;Animals
One Mole Digging A Hole,one mole digging a hole,Julia Donaldson,"Introduces young readers to numbers through insects and animals who lend a hand in the garden, including parrots pulling up carrots, bears picking pears, and a swarm of bees pruning trees with their miniature shears.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354015524l/3284220.jpg,Childrens>Picture Books;Childrens;Number>Counting;Animals;Childrens>Storytime;Mathematics>Number;Fiction;Horticulture>Gardening
One Ted Falls Out Of Bed,one ted falls out of bed,Julia Donaldson,"When a teddy bear falls out of bed, he has an exciting playtime before finally managing to get back where he started.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356442517l/1359314.jpg,Childrens>Picture Books;Childrens;Number>Counting;Childrens>Storytime;Animals;Fiction;Science>Mathematics;Mathematics>Number
One Year With Kipper,one year with kipper,Mick Inkpen,Until Christmas time... when Kipper makes a special memory book for Tiger with a photo for each month of the year! Little ones will love learning all about the changing seasons and the months of the year with this charming story.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415585785l/3117751.jpg,Childrens>Picture Books;Childrens
Othello,othello,William Shakespeare,Winner of the 2016 AIGA + Design Observer 50 Books | 50 Covers competition Gold Medal Winner of the 3x3 Illustration Annual No. 14 This edition of Othello is edited with an introduction and notes by Russ McDonald and was recently repackaged ...,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795105l/12996._SY475_.jpg,Classics;Plays;Fiction;Drama;Academic>School;Plays>Theatre;Literature;Academic>Read For School;Poetry;Tragedy
Outdoor Fun,outdoor fun, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619910924l/57913938._SX318_.jpg,
Ozzie And Mack,ozzie and mack,Trish Holland, ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341532768l/13035777.jpg,Fiction;Animals
Ozzy Owl Finds A Friend,ozzy owl finds a friend,Maurice Pledger,Soon Ozzy's surrounded by animal playmates of many kinds in this interactive story.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458617684l/29579388._SX318_.jpg,
Paddington,paddington,Michael Bond,"Paddington, the intrepid bear from Darkest Peru, has a knack for ""smelling out things"". His sharp nose, supported by marmalade sandwiches, leads him into many adventures.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1182282207l/1254531.jpg,Childrens;Fiction;European Literature>British Literature;Young Adult
